Apdx,Table,A1,A2,A3,A4,Ref1(formula),D,Ref2(formula),Reference,Mandatory,Table / Activity,Aspect1,Aspect2,Aspect3,Aspect4,Aspect5,Detail to specify if used/applicable,Mandatory,Included in Carp2012,% of studies that informed it,% of studies that informed it (structural),Format1,Format2,Format3,choices_level1,choices_level2,For meta-analysis,Notes
D,02,03,06,00,00,D02.03.06.00.00,01,D02.03.06.00.00.01,D02.03.06.00.00.01,Y,Acquisition,MRI acquisition,Multiband parameters,,,,Multiband factor and field-of-view shift (only if applicable),Y,,,,numeric,,,Multiband factor and field-of-view shift (only if applicable),,,
D,02,03,07,00,00,D02.03.07.00.00,01,D02.03.07.00.00.01,D02.03.07.00.00.01,N,Acquisition,MRI acquisition,Readout parameters,,,,"Receiver bandwidth, readout duration, echo spacing",N,,,,numeric,,,"Receiver bandwidth, readout duration, echo spacing",,,
D,02,03,08,00,00,D02.03.08.00.00,01,D02.03.08.00.00.01,D02.03.08.00.00.01,Y,Acquisition,MRI acquisition,Fat suppression,,,,"For anatomical scans, whether it was used or not",Y,,,,boolean,,,Was fat suppression used for anatomical scans?,,,
D,02,03,09,00,00,D02.03.09.00.00,01,D02.03.09.00.00.01,D02.03.09.00.00.01,Y,Acquisition,MRI acquisition,Shimming,,,,Any specialized shimming procedures,Y,,,,string,,,,,,
D,02,03,10,00,00,D02.03.10.00.00,01,D02.03.10.00.00.01,D02.03.10.00.00.01,Y,Acquisition,MRI acquisition,Slice order & timing,,,,"For fMRI acquisitions, interleaved vs. sequential ordering and direction (ascending/descending), location of 1st slice; any specialized slice timing",Y,sliceorder,22.4,,,,,,,,
D,02,03,11,00,00,D02.03.11.00.00,01,D02.03.11.00.00.01,D02.03.11.00.00.01,N,Acquisition,MRI acquisition,Slice position procedure,,,,"For example, landmark guided vs. auto-alignment",N,,,,string,,,,,,
D,02,03,12,00,00,D02.03.12.00.00,01,D02.03.12.00.00.01,D02.03.12.00.00.01,Y,Acquisition,MRI acquisition,Brain coverage,,,,"Report whether coverage was whole-brain, and whether cerebellum and brainstem were included. If not whole-brain, note the nature of the partial area of coverage. If axial and co­planar with AC­PC line, the volume coverage in terms of Z in mm",Y,cover,36.1,,nominal,string,,"Was coverage whole-brain? Were cerebellum and brainstem included? If not whole-brain, note the nature of the partial area of coverage. If axial and co­planar with AC­PC line, the volume coverage in terms of Z in mm",,y,necessary for inclusion/exclusion criteria
D,02,03,13,00,00,D02.03.13.00.00,01,D02.03.13.00.00.01,D02.03.13.00.00.01,Y,Acquisition,MRI acquisition,Scanner-side preprocessing,,,,Reconstruction matrix size differing from acquisition matrix size,Y,,,,,,,,,,
D,02,03,13,00,00,D02.03.13.00.00,02,D02.03.13.00.00.02,D02.03.13.00.00.02,Y,Acquisition,MRI acquisition,Scanner-side preprocessing,,,,"Prospective-motion correction (including details of any optical tracking, and how motion parameters are used)",Y,,,,string,,,,,,
D,02,03,13,00,00,D02.03.13.00.00,03,D02.03.13.00.00.03,D02.03.13.00.00.03,Y,Acquisition,MRI acquisition,Scanner-side preprocessing,,,,Signal inhomogeneity correction,Y,,,,boolean,string,,Was there signal inhomogeneity correction?,,,
D,02,03,13,00,00,D02.03.13.00.00,04,D02.03.13.00.00.04,D02.03.13.00.00.04,Y,Acquisition,MRI acquisition,Scanner-side preprocessing,,,,Distortion-correction,Y,,,,boolean,string,,Was distortion-correction applied?,,,
D,02,03,14,00,00,D02.03.14.00.00,01,D02.03.14.00.00.01,D02.03.14.00.00.01,N,Acquisition,MRI acquisition,Scan duration,,,,In seconds ,N,,,,numeric,,,,,,
D,02,03,15,00,00,D02.03.15.00.00,01,D02.03.15.00.00.01,D02.03.15.00.00.01,N,Acquisition,MRI acquisition,Other non­standard procedures,,,,Turning off the cold head(s) (e.g. during EEG/fMRI or spectroscopy measurements),N,,,,,,,,,,
D,02,03,15,00,00,D02.03.15.00.00,02,D02.03.15.00.00.02,D02.03.15.00.00.02,N,Acquisition,MRI acquisition,Other non­standard procedures,,,,Reduce sound pressure by limiting the gradient slew rate,N,,,,string,,,,,,
D,02,03,16,00,00,D02.03.16.00.00,01,D02.03.16.00.00.01,D02.03.16.00.00.01,Y,Acquisition,MRI acquisition,T1 stabilization,,,,Number of initial “dummy” scans acquired and then discarded by the scanner,Y,,,,numeric,,,,,,
D,02,03,17,00,00,D02.03.17.00.00,01,D02.03.17.00.00.01,D02.03.17.00.00.01,N,Acquisition,MRI acquisition,Diffusion MRI gradient table,,,,Also referred to as the b­matrix (but not to be confused with the 3×3 matrix that describes diffusion weighting for a single diffusion weighted measurement),N,,,,,,,,,,
D,02,03,18,01,01,D02.03.18.01.01,01,D02.03.18.01.01.01,D02.03.18.01.01.01,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,All acquisitions,,"Labelling method, e.g. continuous ASL (CASL), pseudo-continuous ASL (PCASL), Pulsed ALS (PASL), velocity selective ASL (VSASL)",Y,,,,nominal,,,"Labelling method: continuous ASL (CASL), pseudo-continuous ASL (PCASL), Pulsed ALS (PASL), velocity selective ASL (VSASL)...",,,
D,02,03,18,01,01,D02.03.18.01.01,02,D02.03.18.01.01.02,D02.03.18.01.01.02,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,All acquisitions,,Use of background suppression pulses and their timing,Y,,,,,,,,,,
D,02,03,18,01,02,D02.03.18.01.02,01,D02.03.18.01.02.01,D02.03.18.01.02.01,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL or CASL,,Label Duration,Y,,,,numeric,,,,,,
D,02,03,18,01,02,D02.03.18.01.02,02,D02.03.18.01.02.02,D02.03.18.01.02.02,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL or CASL,,Post-labeling delay (PLD),Y,,,,numeric,,,,,,
D,02,03,18,01,02,D02.03.18.01.02,03,D02.03.18.01.02.03,D02.03.18.01.02.03,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL or CASL,,Location of the labelling plane,Y,,,,string,,,,,,
D,02,03,18,01,03,D02.03.18.01.03,01,D02.03.18.01.03.01,D02.03.18.01.03.01,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL,,Average labelling gradient,Y,,,,,,,,,,
D,02,03,18,01,03,D02.03.18.01.03,02,D02.03.18.01.03.02,D02.03.18.01.03.02,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL,,Slice­s elective labeling gradient,Y,,,,,,,,,,
D,02,03,18,01,03,D02.03.18.01.03,03,D02.03.18.01.03.03,D02.03.18.01.03.03,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL,,Flip angle of B1 pulses,Y,,,,,,,,,,
D,02,03,18,01,03,D02.03.18.01.03,04,D02.03.18.01.03.04,D02.03.18.01.03.04,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PCASL,,"Assessment of inversion efficiency; QC used to ensure off-resonance artifacts not problematic, signal obtained over whole brain",Y,,,,,,,,,,
D,02,03,18,01,04,D02.03.18.01.04,01,D02.03.18.01.04.01,D02.03.18.01.04.01,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,CASL,,Use of a separate labelling coil,Y,,,,,,,,,,
D,02,03,18,01,04,D02.03.18.01.04,02,D02.03.18.01.04.02,D02.03.18.01.04.02,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,CASL,,Control scan/pulse used,Y,,,,,,,,,,
D,02,03,18,01,04,D02.03.18.01.04,03,D02.03.18.01.04.03,D02.03.18.01.04.03,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,CASL,,B1 amplitude,Y,,,,numeric,,,,,,
D,02,03,18,01,05,D02.03.18.01.05,01,D02.03.18.01.05.01,D02.03.18.01.05.01,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PASL,,TI,Y,,,,numeric,,,,,,
D,02,03,18,01,05,D02.03.18.01.05,02,D02.03.18.01.05.02,D02.03.18.01.05.02,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PASL,,Labelling slab thickness,Y,,,,numeric,,,,,,
D,02,03,18,01,05,D02.03.18.01.05,03,D02.03.18.01.05.03,D02.03.18.01.05.03,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,PASL,,Use of QUIPSS pulses and their timing,Y,,,,,,,,,,
D,02,03,18,01,06,D02.03.18.01.06,01,D02.03.18.01.06.01,D02.03.18.01.06.01,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,VSASL,,TI,Y,,,,numeric,,,,,,
D,02,03,18,01,06,D02.03.18.01.06,02,D02.03.18.01.06.02,D02.03.18.01.06.02,Y,Acquisition,MRI acquisition,Perfusion,Arterial Spin Labelling MRI,VSASL,,Choice of velocity selection cutoff (“VENC”),Y,,,,,,,,,,
D,02,03,18,02,00,D02.03.18.02.00,01,D02.03.18.02.00.01,D02.03.18.02.00.01,Y,Acquisition,MRI acquisition,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,Number of baseline volumes,Y,,,,numeric,,,,,,
D,02,03,18,02,00,D02.03.18.02.00,02,D02.03.18.02.00.02,D02.03.18.02.00.02,Y,Acquisition,MRI acquisition,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,"Type, name and manufacturer of intravenous bolus (e.g. gadobutrol, Gadavist, Bayer)",Y,,,,string,,,"Type, name and manufacturer of intravenous bolus (e.g. gadobutrol, Gadavist, Bayer)",,,
D,02,03,18,02,00,D02.03.18.02.00,03,D02.03.18.02.00.03,D02.03.18.02.00.03,Y,Acquisition,MRI acquisition,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,Bolus amount and concentration (e.g. 0.1 ml/kg and 0.1 mmol/kg),Y,,,,numeric,,,"Bolus amount, bolus concentration",,,
D,02,03,18,02,00,D02.03.18.02.00,04,D02.03.18.02.00.04,D02.03.18.02.00.04,Y,Acquisition,MRI acquisition,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,Injection rate (e.g. 5 ml/s),Y,,,,numeric,,,,,,
D,02,03,18,02,00,D02.03.18.02.00,05,D02.03.18.02.00.05,D02.03.18.02.00.05,Y,Acquisition,MRI acquisition,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,Post-injection of saline (e.g. 20 ml),Y,,,,numeric,,,,,,
D,02,03,18,02,00,D02.03.18.02.00,06,D02.03.18.02.00.06,D02.03.18.02.00.06,Y,Acquisition,MRI acquisition,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,Injection method (e.g. power injector),Y,,,,string,,,,,,
D,02,04,01,00,00,D02.04.01.00.00,01,D02.04.01.00.00.01,D02.04.01.00.00.01,Y,Acquisition,Preliminary quality control,Motion monitoring,,,,"For functional or diffusion acquisitions, any visual or quantitative checks for severe motion; likewise, for structural images, checks on motion or general image quality",Y,qccriteria; qclevels,21.6; 18.3,,string,,,,,,
D,02,04,02,00,00,D02.04.02.00.00,01,D02.04.02.00.00.01,D02.04.02.00.00.01,N,Acquisition,Preliminary quality control,Incidental findings,,,,"Protocol for review of any incidental findings, and how they are handled in particular with respect to possible exclusion of a subject’s data",N,,,,string,,,,,,
D,03,01,00,00,00,D03.01.00.00.00,01,D03.01.00.00.00.01,D03.01.00.00.00.01,Y,Preprocessing,Software,,,,,"For each software used, be sure to include version and revision number",Y,,,,string,,,"Software, version, revision number",,,
D,03,01,01,00,00,D03.01.01.00.00,01,D03.01.01.00.00.01,D03.01.01.00.00.01,,Preprocessing,Software,version,,,,,,,,,,,,,,,
D,03,02,00,00,00,D03.02.00.00.00,01,D03.02.00.00.00.01,D03.02.00.00.00.01,N,Preprocessing,Software citation,,,,,Include URL and Research Resource Identifier for each software used,N,,,,string,,,"Indicate software - URL, Research Resource Identifier for each software used",,,
D,03,03,01,00,00,D03.03.01.00.00,01,D03.03.01.00.00.01,D03.03.01.00.00.01,Y,Preprocessing,T1 stabilization,number of “dummy” scans discarded,,,,if not already performed by scanner,Y,disdaq,40,,numeric,,,,,,
D,03,04,00,00,00,D03.04.00.00.00,01,D03.04.00.00.00.01,D03.04.00.00.00.01,Y,Preprocessing,Brain extraction,,,,,"Name of software/method (e.g., BET, recon-all in FreeSurfer, etc.)",Y,,,,,,,,,,
D,03,04,00,00,00,D03.04.00.00.00,02,D03.04.00.00.00.02,D03.04.00.00.00.02,Y,Preprocessing,Brain extraction,,,,,Parameter choices (e.g. BET’s fractional intensity threshold),Y,,,,,,,,,,
D,03,04,00,00,00,D03.04.00.00.00,03,D03.04.00.00.00.03,D03.04.00.00.00.03,Y,Preprocessing,Brain extraction,,,,,Any manual editing applied to the brain masks,Y,,,,boolean,string,,"Were brainmasks edited manually, how..",,,
D,03,05,00,00,00,D03.05.00.00.00,01,D03.05.00.00.00.01,D03.05.00.00.00.01,Y,Preprocessing,Segmentation,,,,,"For structural images, method used to extract gray, white, CSF and other tissue classes",Y,,,,,,,,,,
D,03,06,00,00,00,D03.06.00.00.00,01,D03.06.00.00.00.01,D03.06.00.00.00.01,Y,Preprocessing,Slice time correction,,,,,Name of software/method,Y,,,,string,,,"Software,method, open choice",,,
D,03,06,00,00,00,D03.06.00.00.00,02,D03.06.00.00.00.02,D03.06.00.00.00.02,Y,Preprocessing,Slice time correction,,,,,Whether performed after or before motion correction,Y,,,,boolean,,,Is slice time correction performed after or before motion correction,,,
D,03,06,00,00,00,D03.06.00.00.00,03,D03.06.00.00.00.03,D03.06.00.00.00.03,Y,Preprocessing,Slice time correction,,,,,Reference slice,Y,refslice,13.4,,numeric,,,,,,
D,03,06,00,00,00,D03.06.00.00.00,04,D03.06.00.00.00.04,D03.06.00.00.00.04,Y,Preprocessing,Slice time correction,,,,,"Interpolation type and order (e.g., 3rd order spline or sinc)",Y,interp,19,,,,,,,,
D,03,07,01,00,00,D03.07.01.00.00,01,D03.07.01.00.00.01,D03.07.01.00.00.01,Y,Preprocessing,Motion correction,software,,,,,Y,,,,string,,,,,,
,01,01,01,00,00,01.01.01.00.00,01,01.01.01.00.00.01,01.01.01.00.00.01,,Preprocessing,Motion correction,software version,,,,,,,,,,,,,,,
D,01,01,00,00,00,D01.01.00.00.00,01,D01.01.00.00.00.01,D01.01.00.00.00.01,Y,Preprocessing,Motion correction,,,,,"Use of non-ridged registration, and if so the type of transformation",Y,dof,15,,boolean,string,,Was non-ridged registration applied? and if so the type of transformation,,,
D,01,01,00,00,00,D01.01.00.00.00,02,D01.01.00.00.00.02,D01.01.00.00.00.02,Y,Preprocessing,Motion correction,,,,,"Use of motion susceptibility correction (fieldmap ­based unwarping), as well as the particular software/method",Y,,,,boolean,string,,"Use of motion susceptibility correction (fieldmap ­based unwarping), as well as the particular software/method",,,
D,01,01,01,00,00,D01.01.01.00.00,01,D01.01.01.00.00.01,D01.01.01.00.00.01,Y,Preprocessing,Motion correction,reference scan,,,,,Y,refvol,35,,nominal,,,"first image, middle image, mean image (2 pass), other",,,
D,01,01,02,00,00,D01.01.02.00.00,01,D01.01.02.00.00.01,D01.01.02.00.00.01,Y,Preprocessing,Motion correction,cost function,,,,Image similarity metric,Y,sim,2.2,,nominal,,,"normalized correlation, mutual information, other",,,
D,01,01,03,00,00,D01.01.03.00.00,01,D01.01.03.00.00.01,D01.01.03.00.00.01,Y,Preprocessing,Motion correction,interpolation,,,,mention whether image transformations are combined to allow a single interpolation,Y,interp,8,,nominal,,,"nearest neighbour, tri-linear, spline, other",,,
D,01,01,00,00,00,D01.01.00.00.00,01,D01.01.00.00.00.01,D01.01.00.00.00.01,Y,Preprocessing,Motion correction,,,,,"Use of any slice­-to-­volume registration methods, or integrated with slice time correction",Y,,,,,,,,,,
D,01,02,00,00,00,D01.02.00.00.00,01,D01.02.00.00.00.01,D01.02.00.00.00.01,Y,Preprocessing,Gradient distortion correction,,,,,(If not already described as part of motion susceptibility correction),Y,,,,boolean,,,,,,
D,01,03,00,00,00,D01.03.00.00.00,01,D01.03.00.00.00.01,D01.03.00.00.00.01,Y,Preprocessing,Diffusion MRI eddy current correction,,,,,"Name of software/method, and if integrated with motion correction",Y,,,,string,,,,,,
D,01,03,00,00,00,D01.03.00.00.00,02,D01.03.00.00.00.02,D01.03.00.00.00.02,Y,Preprocessing,Diffusion MRI eddy current correction,,,,,Image similarity / cost function,Y,,,,,,,,,,
D,01,03,00,00,00,D01.03.00.00.00,03,D01.03.00.00.00.03,D01.03.00.00.00.03,Y,Preprocessing,Diffusion MRI eddy current correction,,,,,"Type of transformation (e.g. rigid body, affine) and whether constrained only along the phase encode direction",Y,,,,,,,,,,
D,01,03,00,00,00,D01.03.00.00.00,04,D01.03.00.00.00.04,D01.03.00.00.00.04,Y,Preprocessing,Diffusion MRI eddy current correction,,,,,Note if gradient table (b­matrix) is then re­oriented,Y,,,,boolean,,,Was gradient table (bmatrix) reoriented,,,
D,01,03,00,00,00,D01.03.00.00.00,05,D01.03.00.00.00.05,D01.03.00.00.00.05,Y,Preprocessing,Diffusion MRI eddy current correction,,,,,Volumetric change applied for eddy current along the phase­-encode axis (by the Jacobian determinant),Y,,,,string,,,,,,
D,01,04,00,00,00,D01.04.00.00.00,01,D01.04.00.00.00.01,D01.04.00.00.00.01,Y,Preprocessing,Diffusion estimation,,,,,"For all methods, report Model, parameterization and number of free parameters",Y,,,,string,stringbox,,Define method - ,"Report Model, parameterization and number of free parameters",,
D,01,04,00,00,00,D01.04.00.00.00,02,D01.04.00.00.00.02,D01.04.00.00.00.02,Y,Preprocessing,Diffusion estimation,,,,,"For all methods, report Estimation method",Y,,,,string,,,,,,
D,01,04,00,00,00,D01.04.00.00.00,03,D01.04.00.00.00.03,D01.04.00.00.00.03,Y,Preprocessing,Diffusion estimation,,,,,"For all methods, report Outlier handling approach",Y,,,,string,,,,,,
D,01,04,00,00,00,D01.04.00.00.00,04,D01.04.00.00.00.04,D01.04.00.00.00.04,Y,Preprocessing,Diffusion estimation,,,,,"For all methods, report Some evidence of fit quality; e.g. sample of slices of diffusion weighted data, or residual maps",Y,,,,string,,,,,,
D,01,04,01,00,00,D01.04.01.00.00,01,D01.04.01.00.00.01,D01.04.01.00.00.01,Y,Preprocessing,Diffusion estimation,Tensor or Kurtosis,,,,"For Tensor or Kurtosis: Any parameter constraints, like cylindrical symmetry",Y,,,,,,,,,,
D,01,04,02,00,00,D01.04.02.00.00,01,D01.04.02.00.00.01,D01.04.02.00.00.01,Y,Preprocessing,Diffusion estimation,Multi-compartmental models,,,,Compartments of the model,Y,,,,,,,,,,
D,01,04,03,00,00,D01.04.03.00.00,01,D01.04.03.00.00.01,D01.04.03.00.00.01,Y,Preprocessing,Diffusion estimation,Orientation distribution function,,,,Parametric (model) or nonparametric (basis function) model,Y,,,,nominal,,,"parametric model, nonparametric model",,,
D,01,04,03,00,00,D01.04.03.00.00,02,D01.04.03.00.00.02,D01.04.03.00.00.02,Y,Preprocessing,Diffusion estimation,Orientation distribution function,,,,Whether orientation distribution function or fibre orientation density is reported,Y,,,,nominal,,,Whether orientation distribution function or fibre orientation density is reported,,,
D,01,04,03,00,00,D01.04.03.00.00,03,D01.04.03.00.00.03,D01.04.03.00.00.03,Y,Preprocessing,Diffusion estimation,Orientation distribution function,,,,"For spherical deconvolution, note how the canonical fibre response function is derived (e.g. from the data themselves, or simulated data)",Y,,,,boolean,string,,Was spherical deconvolution applied,"note how the canonical fibre response function is derived (e.g. from the data themselves, or simulated data)",,
D,01,05,00,00,00,D01.05.00.00.00,01,D01.05.00.00.00.01,D01.05.00.00.00.01,N,Preprocessing,Diffusion processing,,,,,"Summary measures computed (FA, MD, AD, RD, MK, AK, RK, etc.)",N,,,,string,,,,,,
D,01,05,00,00,00,D01.05.00.00.00,02,D01.05.00.00.00.02,D01.05.00.00.00.02,N,Preprocessing,Diffusion processing,,,,,Whether a track based or voxel-­wise method is used,N,,,,nominal,,,"track based mehod, voxel-­wise method",,,
D,01,05,00,00,00,D01.05.00.00.00,03,D01.05.00.00.00.03,D01.05.00.00.00.03,N,Preprocessing,Diffusion processing,,,,,Threshold used to define analysis voxels,N,,,,numeric,,,,,,
D,01,05,00,00,00,D01.05.00.00.00,04,D01.05.00.00.00.04,D01.05.00.00.00.04,N,Preprocessing,Diffusion processing,,,,,Use of population reference track atlas vs. custom atlas (specify set of subjects used to create atlas),N,,,,nominal,string,,"population reference track atlas, custom atlas",specify set of subjects used to create atlas,,
D,01,05,00,00,00,D01.05.00.00.00,05,D01.05.00.00.00.05,D01.05.00.00.00.05,N,Preprocessing,Diffusion processing,,,,,Standard deviation map (across subjects),N,,,,,,,,,,
D,01,06,00,00,00,D01.06.00.00.00,01,D01.06.00.00.00.01,D01.06.00.00.00.01,Y,Preprocessing,Diffusion tractography,,,,,Name of software/method,Y,,,,string,,,"Sofware, method",,,
D,01,06,00,00,00,D01.06.00.00.00,02,D01.06.00.00.00.02,D01.06.00.00.00.02,Y,Preprocessing,Diffusion tractography,,,,,"Step size, turning angle and stopping criteria",Y,,,,numeric,,,"Step size, turning angle, stopping criteria",,,
D,01,06,00,00,00,D01.06.00.00.00,03,D01.06.00.00.00.03,D01.06.00.00.00.03,Y,Preprocessing,Diffusion tractography,,,,,"For ROI based analysis, definition of ROIs (e.g. specify the images used to draw ROIs; manual, semi-automatic or automatic definition of ROIs)",Y,,,,boolean,string,,Was analysis ROI based?,"definition of ROIs (e.g. specify the images used to draw ROIs; manual, semi-automatic or automatic definition of ROIs)",,
D,01,06,00,00,00,D01.06.00.00.00,04,D01.06.00.00.00.04,D01.06.00.00.00.04,Y,Preprocessing,Diffusion tractography,,,,,"For tracking, note step­-size, turning angle, any anatomical constraints imposed, and stopping criteria",Y,,,,numeric,,,"For tracking: step­-size, turning angle, any anatomical constraints imposed, and stopping criteria",,,
D,01,06,00,00,00,D01.06.00.00.00,05,D01.06.00.00.00.05,D01.06.00.00.00.05,Y,Preprocessing,Diffusion tractography,,,,,"If a measure of path probability / “connectivity” is extracted, clearly define this measure",Y,,,,string,,,,,,
D,01,07,01,01,01,D01.07.01.01.01,01,D01.07.01.01.01.01,D01.07.01.01.01.01,Y,Preprocessing,Perfusion,Arterial Spin Labeling,Modelling/post-processing scheme,Subtraction,,"Specify whether simple subtraction, running, sinc­-subtraction, etc.",Y,,,,nominal?,,,"simple subtraction, running, sinc­-subtraction, etc.",,,
D,01,07,01,01,02,D01.07.01.01.02,01,D01.07.01.01.02.01,D01.07.01.01.02.01,Y,Preprocessing,Perfusion,Arterial Spin Labeling,Modelling/post-processing scheme,Quantitative models,,"Specify model used, number of free parameters",Y,,,,string,,,"model used, number of free parameters",,,
D,01,07,02,00,00,D01.07.02.00.00,01,D01.07.02.00.00.01,D01.07.02.00.00.01,Y,Preprocessing,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,,"How concentration time curves are calculated, e.g. use of T1 corrections (if short TR) or corrections for leakage",Y,,,,,,,,,,
D,01,07,02,00,00,D01.07.02.00.00,02,D01.07.02.00.00.02,D01.07.02.00.00.02,Y,Preprocessing,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,,Selection of arterial input function (e.g. manual or automatic with reference to method),Y,,,,string,,,,,,
D,01,07,02,00,00,D01.07.02.00.00,03,D01.07.02.00.00.03,D01.07.02.00.00.03,Y,Preprocessing,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,,Deconvolution method (kinetic model) to estimate residue function (e.g. SVD or parametric model),Y,,,,string,,,,,,
D,01,07,02,00,00,D01.07.02.00.00,04,D01.07.02.00.00.04,D01.07.02.00.00.04,Y,Preprocessing,Perfusion,Dbooleanamic Susceptibility Contrast MRI,,,,"Details of parameter calculations (e.g. CBF, CBV, MTT, TTP, Tmax)",Y,,,,string,,,,,,
D,01,08,01,00,00,D01.08.01.00.00,01,D01.08.01.00.00.01,D01.08.01.00.00.01,Y,Preprocessing,Function-structure (inter-subjective) coregistration,Name of software/method,,,,,Y,,,,string,,,"software, method",,,
D,01,08,02,00,00,D01.08.02.00.00,01,D01.08.02.00.00.01,D01.08.02.00.00.01,,Preprocessing,Function-structure (inter-subjective) coregistration,target volume,,,,,Y,tgtvol,81.5,,string,,,,,,
D,01,09,01,00,00,D01.09.01.00.00,01,D01.09.01.00.00.01,D01.08.03.00.00.01,,Preprocessing,Function-structure coregistration,source volume,,,,,Y,srcvol,40,,string,,,,,,
D,01,09,02,00,00,D01.09.02.00.00,01,D01.09.02.00.00.01,D01.08.00.00.00.01,Y,Preprocessing,Function-structure coregistration,degrees of freedom,,,,"Type of transformation (rigid: 6 degrees of freedom, nonlinear); if nonlinear, type of transformation",Y,dof,8,,numeric,,,,,,
D,01,09,03,00,00,D01.09.03.00.00,01,D01.09.03.00.00.01,D01.08.01.00.00.01,Y,Preprocessing,Function-structure coregistration,cost function,,,,Image similarity metric,Y,sim,4,,nominal,,,"correlation ratio, mutual information, boundary-based registration, other",,,
D,01,09,04,00,00,D01.09.04.00.00,01,D01.09.04.00.00.01,D01.08.02.00.00.01,Y,Preprocessing,Function-structure coregistration,interpolation method,,,,,Y,interp,2,,nominal,,,"nearest neighbour, tri-linear, spline, other",,,
D,01,09,00,00,00,D01.09.00.00.00,01,D01.09.00.00.00.01,D01.08.00.00.00.01,Y,Preprocessing,Function-structure coregistration,,,,,Note this step might not be necessary if direct T2* to a functional template registration is used,Y,,,,string,,,,,,
D,01,10,00,00,00,D01.10.00.00.00,01,D01.10.00.00.00.01,D01.09.00.00.00.01,Y,Preprocessing,Distortion correction,,,,,Use of any distortion correction due to field or gradient nonlinearity,Y,,,,boolean,,,Was any distortion correction due to field or gradient nonlinearity used?,,,
D,01,11,00,00,00,D01.11.00.00.00,01,D01.11.00.00.00.01,D01.10.00.00.00.01,Y,Preprocessing,Intersubject registration,,,,,"Name of software/method (e.g., FSL flirt followed by fnirt, FreeSurfer, Caret, Workbench, etc.)",Y,,,,string,,,"software, method",,,
D,01,11,00,00,00,D01.11.00.00.00,02,D01.11.00.00.00.02,D01.10.00.00.00.02,Y,Preprocessing,Intersubject registration,,,,,Whether volume and/or surface based registration is used (if not already clearly implied),Y,,,,nominal,,,Was volume and/or surface based registration is used?,,,
D,01,11,01,00,00,D01.11.01.00.00,01,D01.11.01.00.00.01,D01.10.00.00.00.03,Y,Preprocessing,Intersubject registration,source image modality,,,,,Y,srcvol,25,,nominal,,,"T1, T2*, other",,y,FOR INCLUSION/EXCLUSION CRITERIA
D,01,11,00,00,00,D01.11.00.00.00,01,D01.11.00.00.00.01,D01.10.00.00.00.04,Y,Preprocessing,Intersubject registration,,,,,"Any preprocessing to images; e.g. for T1, bias field correction, or segmentation of gray matter; for T2*, single image (specify image) or mean image",Y,,,,string,,,,,y,FOR INCLUSION/EXCLUSION CRITERIA
D,01,11,01,00,00,D01.11.01.00.00,01,D01.11.01.00.00.01,D01.10.01.00.00.01,Y,Preprocessing,Intersubject registration,template space,,,,,Y,tgtspace,79,,nominal,,,"MNI, Talairach, fsaverage, FS_LR, other",,y,standard space necessary to interpret coordinates
D,01,11,02,00,00,D01.11.02.00.00,01,D01.11.02.00.00.01,D01.10.02.00.00.01,,Preprocessing,Intersubject registration,target space modality,,,,,Y,mod,25,,nominal,,,"T1, T2*, other",,,
D,01,11,03,00,00,D01.11.03.00.00,01,D01.11.03.00.00.01,D01.10.03.00.00.01,,Preprocessing,Intersubject registration,target space resolution,,,,,Y,tgtres,5,,nominal,,,"2 mm, 3 mm, fsaverage5, 32k_FS_LR, other",,,
